Date,Ozone AQI Value,Site Name,Site ID,Source
1/1/1999,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/2/1999,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/3/1999,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/4/1999,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/5/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/6/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/7/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/8/1999,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/9/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/10/1999,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/11/1999,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/12/1999,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/13/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/14/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/15/1999,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/16/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/17/1999,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/18/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/19/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/20/1999,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/21/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/22/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/23/1999,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/24/1999,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/25/1999,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/26/1999,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/27/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/28/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/29/1999,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/30/1999,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/31/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/1/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/2/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/3/1999,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/4/1999,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/5/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/6/1999,37,Redding - Health Department,06-089-0004,AQS
2/7/1999,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/8/1999,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/9/1999,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/10/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/11/1999,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/12/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/13/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/14/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/15/1999,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/16/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/17/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/18/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/19/1999,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/20/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/21/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/22/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/23/1999,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/24/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/25/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/26/1999,43,Redding - Health Department,06-089-0004,AQS
2/27/1999,39,Redding - Health Department,06-089-0004,AQS
2/28/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/1/1999,32,Redding - Health Department,06-089-0004,AQS
3/2/1999,32,Redding - Health Department,06-089-0004,AQS
3/3/1999,32,Redding - Health Department,06-089-0004,AQS
3/4/1999,34,Anderson - North Street,06-089-0007,AQS
3/5/1999,38,Redding - Health Department,06-089-0004,AQS
3/6/1999,37,Redding - Health Department,06-089-0004,AQS
3/7/1999,40,Redding - Health Department,06-089-0004,AQS
3/8/1999,31,Redding - Health Department,06-089-0004,AQS
3/9/1999,35,Redding - Health Department,06-089-0004,AQS
3/10/1999,34,Redding - Health Department,06-089-0004,AQS
3/11/1999,43,Redding - Health Department,06-089-0004,AQS
3/12/1999,31,Redding - Health Department,06-089-0004,AQS
3/13/1999,44,Anderson - North Street,06-089-0007,AQS
3/14/1999,30,Anderson - North Street,06-089-0007,AQS
3/15/1999,39,Anderson - North Street,06-089-0007,AQS
3/16/1999,34,Anderson - North Street,06-089-0007,AQS
3/17/1999,33,Redding - Health Department,06-089-0004,AQS
3/18/1999,33,Anderson - North Street,06-089-0007,AQS
3/19/1999,37,Redding - Health Department,06-089-0004,AQS
3/20/1999,44,Redding - Health Department,06-089-0004,AQS
3/21/1999,25,Anderson - North Street,06-089-0007,AQS
3/22/1999,28,Anderson - North Street,06-089-0007,AQS
3/23/1999,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/24/1999,25,Redding - Health Department,06-089-0004,AQS
3/25/1999,23,Redding - Health Department,06-089-0004,AQS
3/26/1999,42,Redding - Health Department,06-089-0004,AQS
3/27/1999,46,Redding - Health Department,06-089-0004,AQS
3/28/1999,43,Redding - Health Department,06-089-0004,AQS
3/29/1999,37,Anderson - North Street,06-089-0007,AQS
3/30/1999,37,Redding - Health Department,06-089-0004,AQS
3/31/1999,32,Redding - Health Department,06-089-0004,AQS
4/1/1999,71,Redding - Health Department,06-089-0004,AQS
4/2/1999,87,Redding - Health Department,06-089-0004,AQS
4/3/1999,77,Redding - Health Department,06-089-0004,AQS
4/4/1999,84,Redding - Health Department,06-089-0004,AQS
4/5/1999,51,Redding - Health Department,06-089-0004,AQS
4/6/1999,71,Redding - Health Department,06-089-0004,AQS
4/7/1999,64,Redding - Health Department,06-089-0004,AQS
4/8/1999,64,Redding - Health Department,06-089-0004,AQS
4/9/1999,74,Redding - Health Department,06-089-0004,AQS
4/10/1999,45,Redding - Health Department,06-089-0004,AQS
4/11/1999,67,Redding - Health Department,06-089-0004,AQS
4/12/1999,87,Redding - Health Department,06-089-0004,AQS
4/13/1999,112,Redding - Health Department,06-089-0004,AQS
4/14/1999,108,Redding - Health Department,06-089-0004,AQS
4/15/1999,108,Redding - Health Department,06-089-0004,AQS
4/16/1999,129,Redding - Health Department,06-089-0004,AQS
4/17/1999,177,Redding - Health Department,06-089-0004,AQS
4/18/1999,161,Redding - Health Department,06-089-0004,AQS
4/19/1999,74,Redding - Health Department,06-089-0004,AQS
4/20/1999,64,Redding - Health Department,06-089-0004,AQS
4/21/1999,54,Redding - Health Department,06-089-0004,AQS
4/22/1999,50,Redding - Health Department,06-089-0004,AQS
4/23/1999,48,Redding - Health Department,06-089-0004,AQS
4/24/1999,67,Redding - Health Department,06-089-0004,AQS
4/25/1999,51,Redding - Health Department,06-089-0004,AQS
4/26/1999,64,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/27/1999,54,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/28/1999,50,Redding - Health Department,06-089-0004,AQS
4/29/1999,50,Redding - Health Department,06-089-0004,AQS
4/30/1999,54,Redding - Health Department,06-089-0004,AQS
5/1/1999,74,Redding - Health Department,06-089-0004,AQS
5/2/1999,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/3/1999,47,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/4/1999,58,Redding - Health Department,06-089-0004,AQS
5/5/1999,74,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/6/1999,71,Redding - Health Department,06-089-0004,AQS
5/7/1999,87,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/8/1999,74,Redding - Health Department,06-089-0004,AQS
5/9/1999,67,Redding - Health Department,06-089-0004,AQS
5/10/1999,71,Redding - Health Department,06-089-0004,AQS
5/11/1999,35,Redding - Health Department,06-089-0004,AQS
5/12/1999,84,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/13/1999,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/14/1999,49,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/15/1999,54,Redding - Health Department,06-089-0004,AQS
5/16/1999,71,Redding - Health Department,06-089-0004,AQS
5/17/1999,50,Redding - Health Department,06-089-0004,AQS
5/18/1999,48,Redding - Health Department,06-089-0004,AQS
5/19/1999,80,Redding - Health Department,06-089-0004,AQS
5/20/1999,77,Redding - Health Department,06-089-0004,AQS
5/21/1999,71,Redding - Health Department,06-089-0004,AQS
5/22/1999,77,Redding - Health Department,06-089-0004,AQS
5/23/1999,67,Anderson - North Street,06-089-0007,AQS
5/24/1999,119,Redding - Health Department,06-089-0004,AQS
5/25/1999,112,Redding - Health Department,06-089-0004,AQS
5/26/1999,136,Redding - Health Department,06-089-0004,AQS
5/27/1999,147,Redding - Health Department,06-089-0004,AQS
5/28/1999,143,Redding - Health Department,06-089-0004,AQS
5/29/1999,49,Redding - Health Department,06-089-0004,AQS
5/30/1999,101,Redding - Health Department,06-089-0004,AQS
5/31/1999,64,Redding - Health Department,06-089-0004,AQS
6/1/1999,51,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/2/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/3/1999,36,Anderson - North Street,06-089-0007,AQS
6/4/1999,46,Redding - Health Department,06-089-0004,AQS
6/5/1999,71,Redding - Health Department,06-089-0004,AQS
6/6/1999,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/7/1999,47,Anderson - North Street,06-089-0007,AQS
6/8/1999,48,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/9/1999,49,Redding - Health Department,06-089-0004,AQS
6/10/1999,49,Redding - Health Department,06-089-0004,AQS
6/11/1999,90,Redding - Health Department,06-089-0004,AQS
6/12/1999,90,Redding - Health Department,06-089-0004,AQS
6/13/1999,54,Redding - Health Department,06-089-0004,AQS
6/14/1999,64,Redding - Health Department,06-089-0004,AQS
6/15/1999,71,Redding - Health Department,06-089-0004,AQS
6/16/1999,108,Redding - Health Department,06-089-0004,AQS
6/17/1999,100,Redding - Health Department,06-089-0004,AQS
6/18/1999,119,Redding - Health Department,06-089-0004,AQS
6/19/1999,143,Redding - Health Department,06-089-0004,AQS
6/20/1999,93,Anderson - North Street,06-089-0007,AQS
6/21/1999,54,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/22/1999,58,Redding - Health Department,06-089-0004,AQS
6/23/1999,93,Anderson - North Street,06-089-0007,AQS
6/24/1999,61,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/25/1999,51,Anderson - North Street,06-089-0007,AQS
6/26/1999,61,Anderson - North Street,06-089-0007,AQS
6/27/1999,51,Redding - Health Department,06-089-0004,AQS
6/28/1999,43,Redding - Health Department,06-089-0004,AQS
6/29/1999,64,Redding - Health Department,06-089-0004,AQS
6/30/1999,58,Redding - Health Department,06-089-0004,AQS
7/1/1999,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/2/1999,67,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/3/1999,48,Redding - Health Department,06-089-0004,AQS
7/4/1999,45,Redding - Health Department,06-089-0004,AQS
7/5/1999,100,Redding - Health Department,06-089-0004,AQS
7/6/1999,126,Redding - Health Department,06-089-0004,AQS
7/7/1999,54,Redding - Health Department,06-089-0004,AQS
7/8/1999,122,Redding - Health Department,06-089-0004,AQS
7/9/1999,172,Redding - Health Department,06-089-0004,AQS
7/10/1999,159,Anderson - North Street,06-089-0007,AQS
7/11/1999,93,Redding - Health Department,06-089-0004,AQS
7/12/1999,100,Anderson - North Street,06-089-0007,AQS
7/13/1999,182,Redding - Health Department,06-089-0004,AQS
7/14/1999,105,Redding - Health Department,06-089-0004,AQS
7/15/1999,93,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/16/1999,87,Redding - Health Department,06-089-0004,AQS
7/17/1999,58,Anderson - North Street,06-089-0007,AQS
7/18/1999,90,Redding - Health Department,06-089-0004,AQS
7/19/1999,100,Redding - Health Department,06-089-0004,AQS
7/20/1999,100,Redding - Health Department,06-089-0004,AQS
7/21/1999,105,Redding - Health Department,06-089-0004,AQS
7/22/1999,108,Redding - Health Department,06-089-0004,AQS
7/23/1999,154,Redding - Health Department,06-089-0004,AQS
7/24/1999,97,Redding - Health Department,06-089-0004,AQS
7/25/1999,122,Redding - Health Department,06-089-0004,AQS
7/26/1999,108,Redding - Health Department,06-089-0004,AQS
7/27/1999,105,Redding - Health Department,06-089-0004,AQS
7/28/1999,136,Redding - Health Department,06-089-0004,AQS
7/29/1999,97,Redding - Health Department,06-089-0004,AQS
7/30/1999,115,Redding - Health Department,06-089-0004,AQS
7/31/1999,126,Redding - Health Department,06-089-0004,AQS
8/1/1999,77,Redding - Health Department,06-089-0004,AQS
8/2/1999,54,Redding - Health Department,06-089-0004,AQS
8/3/1999,84,Redding - Health Department,06-089-0004,AQS
8/4/1999,90,Redding - Health Department,06-089-0004,AQS
8/5/1999,51,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/6/1999,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/7/1999,42,Redding - Health Department,06-089-0004,AQS
8/8/1999,58,Redding - Health Department,06-089-0004,AQS
8/9/1999,90,Redding - Health Department,06-089-0004,AQS
8/10/1999,48,Redding - Health Department,06-089-0004,AQS
8/11/1999,71,Redding - Health Department,06-089-0004,AQS
8/12/1999,93,Redding - Health Department,06-089-0004,AQS
8/13/1999,49,Redding - Health Department,06-089-0004,AQS
8/14/1999,61,Redding - Health Department,06-089-0004,AQS
8/15/1999,77,Redding - Health Department,06-089-0004,AQS
8/16/1999,112,Redding - Health Department,06-089-0004,AQS
8/17/1999,129,Redding - Health Department,06-089-0004,AQS
8/18/1999,143,Redding - Health Department,06-089-0004,AQS
8/19/1999,140,Redding - Health Department,06-089-0004,AQS
8/20/1999,143,Redding - Health Department,06-089-0004,AQS
8/21/1999,49,Redding - Health Department,06-089-0004,AQS
8/22/1999,77,Redding - Health Department,06-089-0004,AQS
8/23/1999,87,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/24/1999,147,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/25/1999,169,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/26/1999,159,Anderson - North Street,06-089-0007,AQS
8/27/1999,87,Redding - Health Department,06-089-0004,AQS
8/28/1999,108,Redding - Health Department,06-089-0004,AQS
8/29/1999,147,Redding - Health Department,06-089-0004,AQS
8/30/1999,39,Redding - Health Department,06-089-0004,AQS
8/31/1999,50,Redding - Health Department,06-089-0004,AQS
9/1/1999,45,Redding - Health Department,06-089-0004,AQS
9/2/1999,93,Redding - Health Department,06-089-0004,AQS
9/3/1999,44,Redding - Health Department,06-089-0004,AQS
9/4/1999,67,Redding - Health Department,06-089-0004,AQS
9/5/1999,136,Redding - Health Department,06-089-0004,AQS
9/6/1999,97,Redding - Health Department,06-089-0004,AQS
9/7/1999,80,Redding - Health Department,06-089-0004,AQS
9/8/1999,172,Redding - Health Department,06-089-0004,AQS
9/9/1999,58,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/10/1999,129,Redding - Health Department,06-089-0004,AQS
9/11/1999,47,Redding - Health Department,06-089-0004,AQS
9/12/1999,54,Redding - Health Department,06-089-0004,AQS
9/13/1999,172,Redding - Health Department,06-089-0004,AQS
9/14/1999,87,Redding - Health Department,06-089-0004,AQS
9/15/1999,119,Redding - Health Department,06-089-0004,AQS
9/16/1999,161,Redding - Health Department,06-089-0004,AQS
9/17/1999,140,Redding - Health Department,06-089-0004,AQS
9/18/1999,143,Redding - Health Department,06-089-0004,AQS
9/19/1999,122,Redding - Health Department,06-089-0004,AQS
9/20/1999,133,Redding - Health Department,06-089-0004,AQS
9/21/1999,140,Redding - Health Department,06-089-0004,AQS
9/22/1999,93,Redding - Health Department,06-089-0004,AQS
9/23/1999,108,Redding - Health Department,06-089-0004,AQS
9/24/1999,105,Redding - Health Department,06-089-0004,AQS
9/25/1999,58,Redding - Health Department,06-089-0004,AQS
9/26/1999,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/27/1999,49,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/28/1999,47,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/29/1999,97,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/30/1999,147,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/1/1999,112,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/2/1999,166,Redding - Health Department,06-089-0004,AQS
10/3/1999,129,Redding - Health Department,06-089-0004,AQS
10/4/1999,119,Redding - Health Department,06-089-0004,AQS
10/5/1999,36,Redding - Health Department,06-089-0004,AQS
10/6/1999,35,Redding - Health Department,06-089-0004,AQS
10/7/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/8/1999,71,Redding - Health Department,06-089-0004,AQS
10/9/1999,44,Redding - Health Department,06-089-0004,AQS
10/10/1999,77,Redding - Health Department,06-089-0004,AQS
10/11/1999,112,Redding - Health Department,06-089-0004,AQS
10/12/1999,97,Redding - Health Department,06-089-0004,AQS
10/13/1999,49,Redding - Health Department,06-089-0004,AQS
10/14/1999,44,Redding - Health Department,06-089-0004,AQS
10/15/1999,50,Anderson - North Street,06-089-0007,AQS
10/16/1999,49,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/17/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/18/1999,49,Anderson - North Street,06-089-0007,AQS
10/19/1999,61,Anderson - North Street,06-089-0007,AQS
10/20/1999,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/21/1999,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/22/1999,54,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/23/1999,84,Anderson - North Street,06-089-0007,AQS
10/24/1999,80,Redding - Health Department,06-089-0004,AQS
10/25/1999,67,Redding - Health Department,06-089-0004,AQS
10/26/1999,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/27/1999,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/28/1999,39,Anderson - North Street,06-089-0007,AQS
10/29/1999,39,Redding - Health Department,06-089-0004,AQS
10/30/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/31/1999,41,Redding - Health Department,06-089-0004,AQS
11/1/1999,41,Anderson - North Street,06-089-0007,AQS
11/2/1999,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/3/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/4/1999,37,Anderson - North Street,06-089-0007,AQS
11/5/1999,37,Redding - Health Department,06-089-0004,AQS
11/6/1999,48,Anderson - North Street,06-089-0007,AQS
11/7/1999,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/8/1999,41,Anderson - North Street,06-089-0007,AQS
11/9/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/10/1999,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/11/1999,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/12/1999,30,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/13/1999,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/14/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/15/1999,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/16/1999,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/17/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/18/1999,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/19/1999,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/20/1999,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/21/1999,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/22/1999,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/23/1999,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/24/1999,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/25/1999,30,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/26/1999,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/27/1999,25,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/28/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/29/1999,11,Anderson - North Street,06-089-0007,AQS
11/30/1999,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/1/1999,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/2/1999,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/3/1999,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/4/1999,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/5/1999,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/6/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/7/1999,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/8/1999,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/9/1999,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/10/1999,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/11/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/12/1999,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/13/1999,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/14/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/15/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/16/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/17/1999,32,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/18/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/19/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/20/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/21/1999,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/22/1999,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/23/1999,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/24/1999,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/25/1999,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/26/1999,32,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/27/1999,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/28/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/29/1999,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/30/1999,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/31/1999,10,Redding - Health Department,06-089-0004,AQS
1/1/2000,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/2/2000,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/3/2000,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/4/2000,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/5/2000,48,Anderson - North Street,06-089-0007,AQS
1/6/2000,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/7/2000,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/8/2000,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/9/2000,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/10/2000,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/11/2000,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/12/2000,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/13/2000,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/14/2000,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/15/2000,32,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/16/2000,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/17/2000,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/18/2000,32,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
