"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/01/1999","34","","Not Available","06-037-6002","AQS"
"01/02/1999","32","","Azusa","06-037-0002","AQS"
"01/03/1999","37","","Anaheim (1010 Harbor Blvd)","06-059-0001","AQS"
"01/04/1999","28","","Azusa","06-037-0002","AQS"
"01/05/1999","28","","Azusa","06-037-0002","AQS"
"01/06/1999","17","","Not Available","06-037-6002","AQS"
"01/07/1999","30","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"01/08/1999","35","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"01/09/1999","33","","Reseda","06-037-1201","AQS"
"01/10/1999","26","","Not Available","06-037-6002","AQS"
"01/11/1999","32","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"01/12/1999","37","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"01/13/1999","28","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"01/14/1999","29","","Azusa","06-037-0002","AQS"
"01/15/1999","32","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"01/16/1999","36","","El Toro","06-059-2001","AQS"
"01/17/1999","40","","Hawthorne","06-037-5001","AQS"
"01/18/1999","25","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"01/19/1999","22","","Costa Mesa","06-059-1003","AQS"
"01/20/1999","25","","Hawthorne","06-037-5001","AQS"
"01/21/1999","32","","Not Available","06-037-6002","AQS"
"01/22/1999","24","","Reseda","06-037-1201","AQS"
"01/23/1999","23","","Costa Mesa","06-059-1003","AQS"
"01/24/1999","36","","Hawthorne","06-037-5001","AQS"
"01/25/1999","31","","Hawthorne","06-037-5001","AQS"
"01/26/1999","36","","Hawthorne","06-037-5001","AQS"
"01/27/1999","34","","El Toro","06-059-2001","AQS"
"01/28/1999","31","","Not Available","06-037-6002","AQS"
"01/29/1999","25","","Azusa","06-037-0002","AQS"
"01/30/1999","33","","El Toro","06-059-2001","AQS"
"01/31/1999","41","","Hawthorne","06-037-5001","AQS"
"02/01/1999","32","","Glendora","06-037-0016","AQS"
"02/02/1999","31","","Glendora","06-037-0016","AQS"
"02/03/1999","24","","Glendora","06-037-0016","AQS"
"02/04/1999","33","","El Toro","06-059-2001","AQS"
"02/05/1999","30","","El Toro","06-059-2001","AQS"
"02/06/1999","37","","Hawthorne","06-037-5001","AQS"
"02/07/1999","29","","Hawthorne","06-037-5001","AQS"
"02/08/1999","20","","Hawthorne","06-037-5001","AQS"
"02/09/1999","37","","Not Available","06-037-6002","AQS"
"02/10/1999","37","","Not Available","06-037-6002","AQS"
"02/11/1999","41","","Not Available","06-037-6002","AQS"
"02/12/1999","36","","Not Available","06-037-6002","AQS"
"02/13/1999","31","","Not Available","06-037-6002","AQS"
"02/14/1999","40","","El Toro","06-059-2001","AQS"
"02/15/1999","32","","El Toro","06-059-2001","AQS"
"02/16/1999","35","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"02/17/1999","32","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"02/18/1999","34","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"02/19/1999","37","","Hawthorne","06-037-5001","AQS"
"02/20/1999","41","","Hawthorne","06-037-5001","AQS"
"02/21/1999","40","","Burbank","06-037-1002","AQS"
"02/22/1999","34","","West Los Angeles","06-037-0113","AQS"
"02/23/1999","32","","Glendora","06-037-0016","AQS"
"02/24/1999","33","","Not Available","06-037-6002","AQS"
"02/25/1999","34","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"02/26/1999","37","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"02/27/1999","40","","Hawthorne","06-037-5001","AQS"
"02/28/1999","90","","El Toro","06-059-2001","AQS"
"03/01/1999","64","","El Toro","06-059-2001","AQS"
"03/02/1999","54","","El Toro","06-059-2001","AQS"
"03/03/1999","39","","Costa Mesa","06-059-1003","AQS"
"03/04/1999","41","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"03/05/1999","44","","Costa Mesa","06-059-1003","AQS"
"03/06/1999","48","","Hawthorne","06-037-5001","AQS"
"03/07/1999","44","","Burbank","06-037-1002","AQS"
"03/08/1999","46","","Hawthorne","06-037-5001","AQS"
"03/09/1999","40","","Hawthorne","06-037-5001","AQS"
"03/10/1999","44","","El Toro","06-059-2001","AQS"
"03/11/1999","37","","Costa Mesa","06-059-1003","AQS"
"03/12/1999","39","","Costa Mesa","06-059-1003","AQS"
"03/13/1999","47","","Costa Mesa","06-059-1003","AQS"
"03/14/1999","74","","Not Available","06-037-6002","AQS"
"03/15/1999","46","","Hawthorne","06-037-5001","AQS"
"03/16/1999","43","","Hawthorne","06-037-5001","AQS"
"03/17/1999","42","","Costa Mesa","06-059-1003","AQS"
"03/18/1999","44","","Costa Mesa","06-059-1003","AQS"
"03/19/1999","39","","Costa Mesa","06-059-1003","AQS"
"03/20/1999","46","","Hawthorne","06-037-5001","AQS"
"03/21/1999","44","","Burbank","06-037-1002","AQS"
"03/22/1999","41","","Costa Mesa","06-059-1003","AQS"
"03/23/1999","42","","Hawthorne","06-037-5001","AQS"
"03/24/1999","42","","Hawthorne","06-037-5001","AQS"
"03/25/1999","34","","El Toro","06-059-2001","AQS"
"03/26/1999","46","","El Toro","06-059-2001","AQS"
"03/27/1999","49","","Burbank","06-037-1002","AQS"
"03/28/1999","54","","El Toro","06-059-2001","AQS"
"03/29/1999","74","","El Toro","06-059-2001","AQS"
"03/30/1999","50","","Costa Mesa","06-059-1003","AQS"
"03/31/1999","42","","Hawthorne","06-037-5001","AQS"
"04/01/1999","38","","El Toro","06-059-2001","AQS"
"04/02/1999","44","","El Toro","06-059-2001","AQS"
"04/03/1999","48","","Hawthorne","06-037-5001","AQS"
"04/04/1999","45","","Burbank","06-037-1002","AQS"
"04/05/1999","44","","Hawthorne","06-037-5001","AQS"
"04/06/1999","38","","Costa Mesa","06-059-1003","AQS"
"04/07/1999","40","","Hawthorne","06-037-5001","AQS"
"04/08/1999","44","","Burbank","06-037-1002","AQS"
"04/09/1999","43","","Hawthorne","06-037-5001","AQS"
"04/10/1999","51","","Burbank","06-037-1002","AQS"
"04/11/1999","46","","El Toro","06-059-2001","AQS"
"04/12/1999","46","","Costa Mesa","06-059-1003","AQS"
"04/13/1999","44","","Costa Mesa","06-059-1003","AQS"
"04/14/1999","67","","Costa Mesa","06-059-1003","AQS"
"04/15/1999","67","","Burbank","06-037-1002","AQS"
"04/16/1999","46","","Burbank","06-037-1002","AQS"
"04/17/1999","140","","Burbank","06-037-1002","AQS"
"04/18/1999","203","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/19/1999","154","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/20/1999","122","","El Toro","06-059-2001","AQS"
"04/21/1999","67","","El Toro","06-059-2001","AQS"
"04/22/1999","49","","El Toro","06-059-2001","AQS"
"04/23/1999","49","","El Toro","06-059-2001","AQS"
"04/24/1999","54","","El Toro","06-059-2001","AQS"
"04/25/1999","54","","Burbank","06-037-1002","AQS"
"04/26/1999","50","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"04/27/1999","48","","Hawthorne","06-037-5001","AQS"
"04/28/1999","46","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/29/1999","44","","Hawthorne","06-037-5001","AQS"
"04/30/1999","44","","Hawthorne","06-037-5001","AQS"
"05/01/1999","51","","El Toro","06-059-2001","AQS"
"05/02/1999","48","","Hawthorne","06-037-5001","AQS"
"05/03/1999","44","","Hawthorne","06-037-5001","AQS"
"05/04/1999","51","","Hawthorne","06-037-5001","AQS"
"05/05/1999","61","","Not Available","06-037-6002","AQS"
"05/06/1999","112","","Not Available","06-037-6002","AQS"
"05/07/1999","67","","Burbank","06-037-1002","AQS"
"05/08/1999","140","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"05/09/1999","90","","Hawthorne","06-037-5001","AQS"
"05/10/1999","80","","Hawthorne","06-037-5001","AQS"
"05/11/1999","58","","El Toro","06-059-2001","AQS"
"05/12/1999","108","","Not Available","06-037-6002","AQS"
"05/13/1999","74","","Not Available","06-037-6002","AQS"
"05/14/1999","67","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/15/1999","84","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/16/1999","84","","Pomona","06-037-1701","AQS"
"05/17/1999","122","","Not Available","06-037-6002","AQS"
"05/18/1999","84","","Los Angeles-North Main Street","06-037-1103","AQS"
"05/19/1999","44","","Hawthorne","06-037-5001","AQS"
"05/20/1999","46","","Hawthorne","06-037-5001","AQS"
"05/21/1999","47","","Hawthorne","06-037-5001","AQS"
"05/22/1999","50","","Hawthorne","06-037-5001","AQS"
"05/23/1999","45","","Not Available","06-037-1601","AQS"
"05/24/1999","45","","Not Available","06-037-6002","AQS"
"05/25/1999","77","","Reseda","06-037-1201","AQS"
"05/26/1999","115","","Not Available","06-037-6002","AQS"
"05/27/1999","108","","Not Available","06-037-6002","AQS"
"05/28/1999","100","","Not Available","06-037-6002","AQS"
"05/29/1999","61","","Azusa","06-037-0002","AQS"
"05/30/1999","50","","Azusa","06-037-0002","AQS"
"05/31/1999","64","","Azusa","06-037-0002","AQS"
"06/01/1999","39","","Hawthorne","06-037-5001","AQS"
"06/02/1999","41","","Hawthorne","06-037-5001","AQS"
"06/03/1999","38","","Hawthorne","06-037-5001","AQS"
"06/04/1999","40","","Hawthorne","06-037-5001","AQS"
"06/05/1999","48","","Not Available","06-037-6002","AQS"
"06/06/1999","129","","Azusa","06-037-0002","AQS"
"06/07/1999","67","","Not Available","06-037-6002","AQS"
"06/08/1999","50","","Not Available","06-037-6002","AQS"
"06/09/1999","74","","Not Available","06-037-6002","AQS"
"06/10/1999","74","","Not Available","06-037-6002","AQS"
"06/11/1999","71","","Hawthorne","06-037-5001","AQS"
"06/12/1999","172","","Not Available","06-037-6002","AQS"
"06/13/1999","172","","Not Available","06-037-6002","AQS"
"06/14/1999","161","","Not Available","06-037-6002","AQS"
"06/15/1999","151","","Not Available","06-037-6002","AQS"
"06/16/1999","115","","Not Available","06-037-6002","AQS"
"06/17/1999","122","","Not Available","06-037-6002","AQS"
"06/18/1999","126","","Azusa","06-037-0002","AQS"
"06/19/1999","156","","Azusa","06-037-0002","AQS"
"06/20/1999","174","","Not Available","06-037-6002","AQS"
"06/21/1999","74","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"06/22/1999","84","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"06/23/1999","80","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"06/24/1999","61","","El Toro","06-059-2001","AQS"
"06/25/1999","77","","Not Available","06-037-6002","AQS"
"06/26/1999","97","","Not Available","06-037-6002","AQS"
"06/27/1999","147","","Azusa","06-037-0002","AQS"
"06/28/1999","115","","Azusa","06-037-0002","AQS"
"06/29/1999","164","","Not Available","06-037-6002","AQS"
"06/30/1999","147","","Not Available","06-037-6002","AQS"
"07/01/1999","108","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"07/02/1999","41","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"07/03/1999","49","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"07/04/1999","140","","Pomona","06-037-1701","AQS"
"07/05/1999","179","","Azusa","06-037-0002","AQS"
"07/06/1999","71","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"07/07/1999","74","","Not Available","06-037-6002","AQS"
"07/08/1999","38","","Not Available","06-037-6002","AQS"
"07/09/1999","74","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"07/10/1999","156","","Not Available","06-037-6002","AQS"
"07/11/1999","195","","Pomona","06-037-1701","AQS"
"07/12/1999","100","","Glendora","06-037-0016","AQS"
"07/13/1999","133","","Not Available","06-037-6002","AQS"
"07/14/1999","108","","Not Available","06-037-6002","AQS"
"07/15/1999","64","","Not Available","06-037-6002","AQS"
"07/16/1999","61","","Not Available","06-037-6002","AQS"
"07/17/1999","100","","Glendora","06-037-0016","AQS"
"07/18/1999","115","","Glendora","06-037-0016","AQS"
"07/19/1999","49","","Glendora","06-037-0016","AQS"
"07/20/1999","46","","Glendora","06-037-0016","AQS"
"07/21/1999","49","","Glendora","06-037-0016","AQS"
"07/22/1999","58","","Glendora","06-037-0016","AQS"
"07/23/1999","77","","Not Available","06-037-6002","AQS"
"07/24/1999","126","","Glendora","06-037-0016","AQS"
"07/25/1999","119","","Glendora","06-037-0016","AQS"
"07/26/1999","74","","Not Available","06-037-6002","AQS"
"07/27/1999","58","","Not Available","06-037-6002","AQS"
"07/28/1999","84","","Glendora","06-037-0016","AQS"
"07/29/1999","115","","Not Available","06-037-6002","AQS"
"07/30/1999","119","","Not Available","06-037-6002","AQS"
"07/31/1999","147","","Not Available","06-037-6002","AQS"
"08/01/1999","182","","Not Available","06-037-6002","AQS"
"08/02/1999","136","","Not Available","06-037-6002","AQS"
"08/03/1999","122","","Glendora","06-037-0016","AQS"
"08/04/1999","122","","Not Available","06-037-6002","AQS"
"08/05/1999","54","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"08/06/1999","45","","Not Available","06-037-6002","AQS"
"08/07/1999","58","","Not Available","06-037-6002","AQS"
"08/08/1999","47","","El Toro","06-059-2001","AQS"
"08/09/1999","37","","Burbank","06-037-1002","AQS"
"08/10/1999","43","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"08/11/1999","46","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"08/12/1999","100","","Not Available","06-037-6002","AQS"
"08/13/1999","126","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"08/14/1999","129","","Burbank","06-037-1002","AQS"
"08/15/1999","151","","Glendora","06-037-0016","AQS"
"08/16/1999","54","","Reseda","06-037-1201","AQS"
"08/17/1999","47","","Not Available","06-037-6002","AQS"
"08/18/1999","80","","Not Available","06-037-6002","AQS"
"08/19/1999","77","","Not Available","06-037-6002","AQS"
"08/20/1999","97","","Not Available","06-037-6002","AQS"
"08/21/1999","192","","Glendora","06-037-0016","AQS"
"08/22/1999","195","","Glendora","06-037-0016","AQS"
"08/23/1999","90","","Not Available","06-037-6002","AQS"
"08/24/1999","71","","Glendora","06-037-0016","AQS"
"08/25/1999","64","","Glendora","06-037-0016","AQS"
"08/26/1999","84","","Not Available","06-037-6002","AQS"
"08/27/1999","119","","Glendora","06-037-0016","AQS"
"08/28/1999","174","","Glendora","06-037-0016","AQS"
"08/29/1999","182","","Glendora","06-037-0016","AQS"
"08/30/1999","136","","Not Available","06-037-6002","AQS"
"08/31/1999","80","","Hawthorne","06-037-5001","AQS"
"09/01/1999","41","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"09/02/1999","41","","Not Available","06-037-6002","AQS"
"09/03/1999","47","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"09/04/1999","80","","Not Available","06-037-6002","AQS"
"09/05/1999","105","","Pomona","06-037-1701","AQS"
"09/06/1999","151","","Not Available","06-037-6002","AQS"
"09/07/1999","105","","Not Available","06-037-6002","AQS"
"09/08/1999","58","","Not Available","06-037-6002","AQS"
"09/09/1999","40","","Not Available","06-037-6002","AQS"
"09/10/1999","35","","Glendora","06-037-0016","AQS"
"09/11/1999","39","","Not Available","06-037-6002","AQS"
"09/12/1999","49","","Glendora","06-037-0016","AQS"
"09/13/1999","51","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"09/14/1999","93","","Not Available","06-037-6002","AQS"
"09/15/1999","67","","Not Available","06-037-6002","AQS"
"09/16/1999","84","","Hawthorne","06-037-5001","AQS"
"09/17/1999","77","","Costa Mesa","06-059-1003","AQS"
"09/18/1999","46","","Hawthorne","06-037-5001","AQS"
"09/19/1999","108","","Azusa","06-037-0002","AQS"
"09/20/1999","50","","Not Available","06-037-6002","AQS"
"09/21/1999","87","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"09/22/1999","43","","Not Available","06-037-6002","AQS"
"09/23/1999","47","","Not Available","06-037-6002","AQS"
"09/24/1999","42","","Costa Mesa","06-059-1003","AQS"
"09/25/1999","47","","Not Available","06-037-6002","AQS"
"09/26/1999","101","","Not Available","06-037-6002","AQS"
"09/27/1999","40","","Hawthorne","06-037-5001","AQS"
"09/28/1999","49","","Hawthorne","06-037-5001","AQS"
"09/29/1999","80","","Glendora","06-037-0016","AQS"
"09/30/1999","84","","Glendora","06-037-0016","AQS"
"10/01/1999","97","","Not Available","06-037-6002","AQS"
"10/02/1999","84","","Not Available","06-037-6002","AQS"
"10/03/1999","77","","Glendora","06-037-0016","AQS"
"10/04/1999","44","","Glendora","06-037-0016","AQS"
"10/05/1999","48","","Not Available","06-037-6002","AQS"
"10/06/1999","38","","Not Available","06-037-6002","AQS"
"10/07/1999","42","","Glendora","06-037-0016","AQS"
"10/08/1999","44","","Glendora","06-037-0016","AQS"
"10/09/1999","67","","Not Available","06-037-6002","AQS"
"10/10/1999","122","","Pasadena","06-037-2005","AQS"
"10/11/1999","45","","Not Available","06-037-6002","AQS"
"10/12/1999","44","","Glendora","06-037-0016","AQS"
"10/13/1999","58","","Glendora","06-037-0016","AQS"
"10/14/1999","67","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"10/15/1999","54","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"10/16/1999","44","","West Los Angeles","06-037-0113","AQS"
"10/17/1999","64","","Glendora","06-037-0016","AQS"
"10/18/1999","41","","Glendora","06-037-0016","AQS"
"10/19/1999","34","","Pasadena","06-037-2005","AQS"
"10/20/1999","39","","Glendora","06-037-0016","AQS"
"10/21/1999","41","","Reseda","06-037-1201","AQS"
"10/22/1999","42","","Not Available","06-037-6002","AQS"
"10/23/1999","49","","Reseda","06-037-1201","AQS"
"10/24/1999","147","","Hawthorne","06-037-5001","AQS"
"10/25/1999","51","","West Los Angeles","06-037-0113","AQS"
"10/26/1999","38","","Hawthorne","06-037-5001","AQS"
"10/27/1999","45","","Costa Mesa","06-059-1003","AQS"
"10/28/1999","41","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"10/29/1999","46","","Azusa","06-037-0002","AQS"
"10/30/1999","45","","Azusa","06-037-0002","AQS"
"10/31/1999","44","","Burbank","06-037-1002","AQS"
"11/01/1999","35","","Glendora","06-037-0016","AQS"
"11/02/1999","33","","Not Available","06-037-6002","AQS"
"11/03/1999","34","","Costa Mesa","06-059-1003","AQS"
"11/04/1999","61","","El Toro","06-059-2001","AQS"
"11/05/1999","46","","Hawthorne","06-037-5001","AQS"
"11/06/1999","41","","Hawthorne","06-037-5001","AQS"
"11/07/1999","44","","Hawthorne","06-037-5001","AQS"
"11/08/1999","40","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/09/1999","31","","Costa Mesa","06-059-1003","AQS"
"11/10/1999","29","","Not Available","06-037-6002","AQS"
"11/11/1999","32","","Hawthorne","06-037-5001","AQS"
"11/12/1999","28","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/13/1999","40","","Hawthorne","06-037-5001","AQS"
"11/14/1999","41","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/15/1999","29","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/16/1999","29","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/17/1999","43","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/18/1999","30","","Costa Mesa","06-059-1003","AQS"
"11/19/1999","36","","Hawthorne","06-037-5001","AQS"
"11/20/1999","40","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/21/1999","43","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/22/1999","31","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"11/23/1999","30","","Glendora","06-037-0016","AQS"
"11/24/1999","28","","Not Available","06-037-6002","AQS"
"11/25/1999","32","","Glendora","06-037-0016","AQS"
"11/26/1999","29","","Glendora","06-037-0016","AQS"
"11/27/1999","33","","Costa Mesa","06-059-1003","AQS"
"11/28/1999","29","","Not Available","06-037-6002","AQS"
"11/29/1999","26","","Glendora","06-037-0016","AQS"
"11/30/1999","34","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/01/1999","39","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/02/1999","38","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/03/1999","38","","Not Available","06-037-6002","AQS"
"12/04/1999","36","","Not Available","06-037-6002","AQS"
"12/05/1999","28","","Glendora","06-037-0016","AQS"
"12/06/1999","42","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/07/1999","41","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/08/1999","32","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/09/1999","30","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/10/1999","34","","Glendora","06-037-0016","AQS"
"12/11/1999","31","","Not Available","06-037-6002","AQS"
"12/12/1999","37","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/13/1999","36","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/14/1999","31","","Not Available","06-037-6002","AQS"
"12/15/1999","29","","Not Available","06-037-6002","AQS"
"12/16/1999","26","","Glendora","06-037-0016","AQS"
"12/17/1999","26","","Glendora","06-037-0016","AQS"
"12/18/1999","31","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"12/19/1999","33","","Not Available","06-037-6002","AQS"
"12/20/1999","30","","Glendora","06-037-0016","AQS"
"12/21/1999","45","","La Habra","06-059-5001","AQS"
"12/22/1999","43","","La Habra","06-059-5001","AQS"
"12/23/1999","30","","Not Available","06-037-6002","AQS"
"12/24/1999","34","","La Habra","06-059-5001","AQS"
"12/25/1999","33","","La Habra","06-059-5001","AQS"
"12/26/1999","31","","Glendora","06-037-0016","AQS"
"12/27/1999","35","","Glendora","06-037-0016","AQS"
"12/28/1999","31","","Glendora","06-037-0016","AQS"
"12/29/1999","29","","Glendora","06-037-0016","AQS"
"12/30/1999","31","","Hawthorne","06-037-5001","AQS"
"12/31/1999","28","","Costa Mesa","06-059-1003","AQS"
"01/01/2000","32","","Hawthorne","06-037-5001","AQS"
"01/02/2000","37","","Burbank","06-037-1002","AQS"
"01/03/2000","24","","Not Available","06-037-6002","AQS"
"01/04/2000","27","","Not Available","06-037-6002","AQS"
"01/05/2000","38","","Not Available","06-037-6002","AQS"
"01/06/2000","33","","Not Available","06-037-6002","AQS"
"01/07/2000","19","","Glendora","06-037-0016","AQS"
"01/08/2000","30","","Not Available","06-037-6002","AQS"
"01/09/2000","25","","Not Available","06-037-6002","AQS"
"01/10/2000","22","","Not Available","06-037-6002","AQS"
"01/11/2000","22","","Costa Mesa","06-059-1003","AQS"
"01/12/2000","19","","Pasadena","06-037-2005","AQS"
"01/13/2000","27","","Glendora","06-037-0016","AQS"
"01/14/2000","23","","Glendora","06-037-0016","AQS"
"01/15/2000","21","","Glendora","06-037-0016","AQS"
"01/16/2000","24","","Glendora","06-037-0016","AQS"
"01/17/2000","22","","Glendora","06-037-0016","AQS"
"01/18/2000","20","","Glendora","06-037-0016","AQS"
"01/19/2000","18","","Hawthorne","06-037-5001","AQS"
"01/20/2000","19","","Costa Mesa","06-059-1003","AQS"
"01/21/2000","28","","Hawthorne","06-037-5001","AQS"
"01/22/2000","29","","Costa Mesa","06-059-1003","AQS"
"01/23/2000","18","","Anaheim (1010 Harbor Blvd)","06-059-0001","AQS"
"01/24/2000","18","","Anaheim (1010 Harbor Blvd)","06-059-0001","AQS"
"01/25/2000","21","","Azusa","06-037-0002","AQS"
"01/26/2000","27","","Burbank","06-037-1002","AQS"
"01/27/2000","26","","Anaheim (1010 Harbor Blvd)","06-059-0001","AQS"
"01/28/2000","26","","Not Available","06-037-6002","AQS"
"01/29/2000","40","","Hawthorne","06-037-5001","AQS"
"01/30/2000","33","","Anaheim (1010 Harbor Blvd)","06-059-0001","AQS"
"01/31/2000","36","","Hawthorne","06-037-5001","AQS"
"02/01/2000","29","","Not Available","06-037-6002","AQS"
"02/02/2000","33","","Glendora","06-037-0016","AQS"
"02/03/2000","35","","Glendora","06-037-0016","AQS"
"02/04/2000","24","","Anaheim (1010 Harbor Blvd)","06-059-0001","AQS"
"02/05/2000","51","","Hawthorne","06-037-5001","AQS"
"02/06/2000","36","","Burbank","06-037-1002","AQS"
"02/07/2000","31","","Not Available","06-037-6002","AQS"
"02/08/2000","19","","Glendora","06-037-0016","AQS"
"02/09/2000","34","","Hawthorne","06-037-5001","AQS"
"02/10/2000","35","","Hawthorne","06-037-5001","AQS"
"02/11/2000","35","","Costa Mesa","06-059-1003","AQS"
"02/12/2000","40","","Hawthorne","06-037-5001","AQS"
"02/13/2000","31","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"02/14/2000","22","","Not Available","06-037-6002","AQS"
"02/15/2000","30","","Hawthorne","06-037-5001","AQS"
"02/16/2000","34","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"02/17/2000","38","","Hawthorne","06-037-5001","AQS"
"02/18/2000","34","","Not Available","06-037-6002","AQS"
"02/19/2000","41","","Pasadena","06-037-2005","AQS"
"02/20/2000","42","","Glendora","06-037-0016","AQS"
"02/21/2000","41","","Glendora","06-037-0016","AQS"
"02/22/2000","35","","Hawthorne","06-037-5001","AQS"
"02/23/2000","35","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"02/24/2000","37","","Hawthorne","06-037-5001","AQS"
"02/25/2000","28","","Hawthorne","06-037-5001","AQS"
"02/26/2000","33","","Burbank","06-037-1002","AQS"
"02/27/2000","37","","Hawthorne","06-037-5001","AQS"
"02/28/2000","35","","Hawthorne","06-037-5001","AQS"
"02/29/2000","39","","Costa Mesa","06-059-1003","AQS"
"03/01/2000","37","","Costa Mesa","06-059-1003","AQS"
"03/02/2000","36","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"03/03/2000","35","","Anaheim (1010 Harbor Blvd)","06-059-0001","AQS"
"03/04/2000","44","","Hawthorne","06-037-5001","AQS"
"03/05/2000","39","","Pasadena","06-037-2005","AQS"
"03/06/2000","37","","Costa Mesa","06-059-1003","AQS"
"03/07/2000","33","","Costa Mesa","06-059-1003","AQS"
"03/08/2000","37","","Hawthorne","06-037-5001","AQS"
"03/09/2000","40","","Hawthorne","06-037-5001","AQS"
"03/10/2000","38","","Burbank","06-037-1002","AQS"
"03/11/2000","49","","Pasadena","06-037-2005","AQS"
"03/12/2000","54","","Glendora","06-037-0016","AQS"
"03/13/2000","44","","Hawthorne","06-037-5001","AQS"
"03/14/2000","151","","Costa Mesa","06-059-1003","AQS"
"03/15/2000","147","","Costa Mesa","06-059-1003","AQS"
"03/16/2000","58","","Hawthorne","06-037-5001","AQS"
"03/17/2000","47","","Costa Mesa","06-059-1003","AQS"
"03/18/2000","84","","Burbank","06-037-1002","AQS"
"03/19/2000","122","","Burbank","06-037-1002","AQS"
"03/20/2000","74","","Burbank","06-037-1002","AQS"
"03/21/2000","67","","Burbank","06-037-1002","AQS"
"03/22/2000","50","","Burbank","06-037-1002","AQS"
"03/23/2000","47","","Burbank","06-037-1002","AQS"
"03/24/2000","43","","Burbank","06-037-1002","AQS"
"03/25/2000","61","","Burbank","06-037-1002","AQS"
"03/26/2000","90","","Burbank","06-037-1002","AQS"
"03/27/2000","45","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"03/28/2000","45","","Burbank","06-037-1002","AQS"
"03/29/2000","48","","Burbank","06-037-1002","AQS"
"03/30/2000","49","","Burbank","06-037-1002","AQS"
"03/31/2000","74","","Burbank","06-037-1002","AQS"
"04/01/2000","105","","Burbank","06-037-1002","AQS"
"04/02/2000","108","","Burbank","06-037-1002","AQS"
"04/03/2000","84","","Burbank","06-037-1002","AQS"
"04/04/2000","67","","Burbank","06-037-1002","AQS"
"04/05/2000","46","","Lancaster-Ponderosa St.","06-037-9002","AQS"
"04/06/2000","50","","Lancaster-Ponderosa St.","06-037-9002","AQS"
